salinity,ph,DO,temperature,oxygen,co3,hco3,tom,hard,ca,tan,no2,po4,mg,no3,alkalinity,class
30.5,7.9,4.94,29.4,78.8,0,120,173.535,5800,900,0.00307377,0.020172911,0.361904762,4900,10,120,do
31.5,7.8,4.63,29.6,74.1,0,130,171.02,5700,900,4.530737705,0.354466859,1.761904762,4800,10,130,do
31.5,7.8,4.63,29.6,74.1,0,124,191.14,5800,900,2.293032787,0.195004803,1.666666667,4900,10,124,do
31.5,7.9,4.89,29.5,78,0,130,183.595,5800,1000,4.325819672,1.34870317,2.119047619,4800,17.5,130,do
31.5,7.9,4.97,29.5,79.3,0,132,183.595,5800,900,6.733606557,0.105667627,2.142857143,4900,10,132,do
31,7.9,4.66,29.7,74.6,0,126,120.672,5800,900,1.851434426,0.009606148,0.895238095,4900,5,126,do
31.5,8,4.63,29.3,73.7,0,136,192.654,5858,4848,7.926485923,1.634966378,2.387559809,1010,25,136,do
31.5,7.9,4.32,29.3,68.7,0,130,190.152,6060,5050,4.756517205,0.336215178,1.980861244,1010,25,130,safe
31.5,7.9,4.89,29.2,77.7,0,136,197.658,5959,4949,8.270594369,1.975024015,2.822966507,1010,25,136,do
31.5,8,4.71,29.2,74.8,0,132,187.65,5959,4949,9.657455683,1.772334294,3.014354067,1010,25,132,do
31.5,8,4.78,29.2,75.9,0,140,200.16,5959,4949,7.94734098,0.291066282,2.507177033,1010,25,140,do
31.5,8,4.67,29.2,74.2,0,130,167.634,5959,4949,5.694994786,0.228626321,1.693779904,1010,17.5,130,do
31.5,8,4.8,29.2,76.3,0,136,185.148,6060,5050,7.311261731,0.575408261,2.186602871,1010,17.5,136,do
31.5,8,4.59,29.4,73.2,0,134,197.658,5959,4949,6.37278415,0.588856868,2.023923445,1010,25,134,do
31.5,7.9,4.57,29.3,72.8,0,132,192.654,5959,4949,6.623044838,1.456292027,2.205741627,1010,25,132,do
31.5,7.9,4.78,29.3,76.1,0,130,170.136,5959,4949,4.287278415,0.266090298,1.866028708,1010,17.5,130,do
31.5,8,4.87,29.2,77.5,0,134,170.136,5959,4949,6.007820647,0.415946206,1.894736842,1010,17.5,134,do
31.5,8,4.81,29.3,76.6,0,122,187.65,5959,4949,1.878519291,0.343900096,1.425837321,1010,17.5,122,do
31.5,8,4.84,29.2,77.1,0,128,192.654,6060,5050,4.495828989,0.121998079,1.181818182,1010,17.5,128,do
31.5,8,5.05,29.2,80.3,0,128,170.136,5959,4949,4.620959333,0.110470701,1.229665072,1010,17.5,128,do
31.5,7.8,4.53,29.7,72.6,0,130,190.152,5959.59,4949.49,4.920229406,1.235350624,2.581339713,1010.1,17.5,130,do
32,7.8,4.51,29.6,72.2,0,138,200.16,6060.6,5050.5,9.654327424,0.937560038,2.672248804,1010.1,17.5,138,do
31.5,7.8,4.32,29.6,69.1,0,134,200.16,5959.59,4949.49,5.389468196,0.493756004,2.437799043,1010.1,17.5,134,safe
32,7.8,4.72,29.7,75.5,0,138,192.654,5959.59,4949.49,7.32898853,1.834774256,2.614832536,1010.1,25,138,do
32,7.9,4.65,29.5,74.3,0,140,205.164,5959.59,4949.49,6.807612096,2.091258405,2.016746411,1010.1,17.5,140,do
31,8,4.63,29.5,73.9,0,124,190.152,5959.59,4949.49,0.11835245,0.030739673,0.122009569,1010.1,10,124,do
32,7.8,4.27,29.8,68.5,0,140,200.16,5959.59,4949.49,6.745046924,0.39481268,2.538277512,1010.1,17.5,140,safe
31.5,7.9,4.64,29.7,74.4,0,136,195.156,5959.59,4949.49,6.609489051,0.549471662,2.59569378,1010.1,17.5,136,do
32,7.9,4.54,29.6,72.6,0,130,182.646,5959.59,4949.49,5.67101147,1.640730067,2.289473684,1010.1,10,130,do
32,8,5.05,29.6,80.6,0,124,192.654,5959.59,4949.49,3.960896767,0.243035543,0.648325359,1010.1,10,124,do
32,8,4.64,29.7,74.3,0,132,185.148,6060.6,5050.5,6.119395203,0.076849183,2.083732057,1010.1,10,132,do
32,7.8,4.54,30.1,73.4,0,112,194.814,6130.5,5226,0.801015228,18.13489209,2.368556701,904.5,62.5,112,do
32,7.9,4.57,30.1,73.8,0,118,187.416,6130.5,5125.5,3.217258883,8.494604317,2.317010309,1005,37.5,118,do
32,7.9,4.06,30.2,65.7,0,126,207.144,6130.5,5125.5,4.760406091,6.255395683,2.043814433,1005,37.5,126,safe
31.5,8,4.76,30.1,76.9,0,126,207.144,6030,5125.5,5.064974619,1.728417266,1.079896907,904.5,17.5,126,do
32,7.8,4.73,30.1,76.5,0,112,192.348,6030,5125.5,1.765482234,24.78956835,1.945876289,904.5,87.5,112,do
31.5,7.9,4.6,30.1,74.3,0,136,189.882,6030,5025,6.323857868,2.802158273,2.951030928,1005,37.5,136,do
32,7.9,4.73,30.1,76.4,0,122,197.28,6030,5125.5,3.988832487,4.31294964,1.760309278,904.5,37.5,122,do
32,7.9,4.26,30.2,69,0,126,192.348,6030,5125.5,2.264974619,1.670863309,1.791237113,904.5,25,126,safe
32,8,4.85,30.2,78.4,0,134,189.882,6030,5025,7.054822335,2.034172662,1.966494845,1005,37.5,134,do
32,8.1,5.22,30.1,84.3,0,134,187.416,6130.5,5226,5.897461929,1.142985612,1.121134021,904.5,17.5,134,do
32.5,7.6,4.09,29.7,65.5,0,140,192.348,6130.5,5226,4.833502538,3.850719424,3.098484848,904.5,37.5,140,safe
32,7.7,4.64,29.6,74.2,0,152,182.484,6130.5,5226,5.422335025,1.441546763,2.866161616,904.5,17.5,152,do
32,7.7,4.53,29.5,72.4,0,136,184.95,6030,5125.5,8.559390863,2.429856115,2.179292929,904.5,17.5,136,do
32,7.7,4.65,29.5,74.3,0,128,170.154,6130.5,5125.5,2.874111675,6.917266187,2.512626263,1005,37.5,128,do
32,7.7,4.5,29.5,71.8,0,110,217.008,6130.5,5125.5,2.6,16.79136691,2.133838384,1005,62.5,110,safe
32,7.8,4.95,29.6,79,0,132,170.154,6130.5,5226,1.685279188,0.222122302,0.926767677,904.5,10,132,do
32,7.9,4.54,29.7,72.7,0,138,199.746,6130.5,5125.5,5.127918782,3.580935252,2.21969697,1005,25,138,do
32,7.7,4.29,29.6,68.6,0,114,204.678,6130.5,5125.5,4.508629442,17.16906475,2.972222222,1005,75,114,safe
32,7.7,4.45,29.6,71.1,0,130,204.678,6130.5,5125.5,4.173604061,7.681654676,2.744949495,1005,62.5,130,safe
